Word,Cognate_Set,Language,Language_No,Word_form
TO_CUT,7,Bulgarian,53-0,DA-REZE
TO_CUT,7,Wakhi,79-0,RESED
TO_DIE,1,Greek_ML,66-0,PETHAINO
TO_DIE,1,Greek_MD,67-0,PETHAINO
TO_DIE,1,Greek_Mod,68-0,PETHENO
TO_DIE,1,Greek_D,69-0,PETHAINO
TO_DIE,1,Greek_K,70-0,APOTHNESKO
TO_DIE,2,Welsh_N,03-0,MARW
TO_DIE,2,Welsh_C,04-0,MARW
TO_DIE,2,Breton_List,05-0,MERVEL
TO_DIE,2,Breton_SE,06-0,MARUEIN
TO_DIE,2,Breton_ST,07-0,MERVEL
TO_DIE,2,Romanian_List,08-0,MURI
TO_DIE,2,Vlach,09-0,MURI
TO_DIE,2,Italian,10-0,MORIRE
TO_DIE,2,Ladin,11-0,MORIR
TO_DIE,2,Ladin,11-1,SMURIR
TO_DIE,2,Provencal,12-0,MOURI
TO_DIE,2,French,13-0,MOURIR
TO_DIE,2,Walloon,14-0,MORI
TO_DIE,2,French_Creole_C,15-0,MO
TO_DIE,2,French_Creole_D,16-0,MO
TO_DIE,2,Sardinian_N,17-0,MORRERE
TO_DIE,2,Sardinian_L,18-0,MORRERE
TO_DIE,2,Sardinian_C,19-0,MORRI
TO_DIE,2,Spanish,20-0,MORIR
TO_DIE,2,Portuguese_ST,21-0,MORRER
TO_DIE,2,Brazilian,22-0,MORRER
TO_DIE,2,Catalan,23-0,MORIRSE
TO_DIE,2,Lithuanian_O,39-0,MIRTI
TO_DIE,2,Lithuanian_ST,40-0,MIRTI
TO_DIE,2,Latvian,41-0,MIRST
TO_DIE,2,Slovenian,42-0,UMRT
TO_DIE,2,Lusatian_L,43-0,MRES
TO_DIE,2,Lusatian_U,44-0,MREC
TO_DIE,2,Czech,45-0,ZEMRITI
TO_DIE,2,Slovak,46-0,UMIERAT
TO_DIE,2,Czech_E,47-0,UMRIT
TO_DIE,2,Ukrainian,48-0,UMYRATY
TO_DIE,2,Byelorussian,49-0,PAMIRAC*
TO_DIE,2,Polish,50-0,UMIERAC
TO_DIE,2,Russian,51-0,UMIRAT
TO_DIE,2,Macedonian,52-0,UMRE
TO_DIE,2,Bulgarian,53-0,DA-UMRE
TO_DIE,2,Serbocroatian,54-0,UMRETI
TO_DIE,2,Romani,55-0,MERAV
TO_DIE,2,Singhalese,56-0,MARENAWA
TO_DIE,2,Kashmiri,57-0,MARUN
TO_DIE,2,Marathi,58-0,MERNE.
TO_DIE,2,Gujarati,59-0,MERWU
TO_DIE,2,Panjabi_ST,60-0,MERNA
TO_DIE,2,Lahnda,61-0,MEREN
TO_DIE,2,Hindi,62-0,MERNA
TO_DIE,2,Bengali,63-0,MORA
TO_DIE,2,Nepali_List,64-0,MARNU
TO_DIE,2,Khaskura,65-0,MARNU
TO_DIE,2,Armenian_Mod,71-0,MERNEL
TO_DIE,2,Armenian_List,72-0,MARNIL
TO_DIE,2,Afghan,74-0,MREL
TO_DIE,2,Waziri,75-0,MREL
TO_DIE,2,Persian_List,76-0,MORDAN
TO_DIE,2,Tadzik,77-0,MURDAN
TO_DIE,2,Baluchi,78-0,MIRAGH
TO_DIE,2,Baluchi,78-1,MURTHA
TO_DIE,2,Wakhi,79-0,MERI
TO_DIE,3,Albanian_T,80-0,ME-VDEKUR
TO_DIE,3,Albanian_Top,81-0,VDES
TO_DIE,3,Albanian_Top,81-1,VDIKA
TO_DIE,3,Albanian_G,82-0,VDES
TO_DIE,3,Albanian_K,83-0,VDES
TO_DIE,3,ALbanian_C,84-0,VDES
TO_DIE,4,Afrikaans,27-0,DOODGAAN
TO_DIE,4,Frisian,29-0,DEAGEAN
TO_DIE,4,Swedish_Up,30-0,DO
TO_DIE,4,Swedish_VL,31-0,DO
TO_DIE,4,Swedish_List,32-0,DO
TO_DIE,4,Danish,33-0,DO
TO_DIE,4,Riksmal,34-0,DO
TO_DIE,4,Icelandic_ST,35-0,DEYJA
TO_DIE,4,Faroese,36-0,DOYGGJA
TO_DIE,4,English,37-0,DIE
TO_DIE,4,Sranan,38-0,DEDE
TO_DIE,5,German_ST,24-0,STERBEN
TO_DIE,5,Penn_Dutch,25-0,SCHTAAREVE
TO_DIE,5,Dutch_List,26-0,STERVEN
TO_DIE,5,Afrikaans,27-0,STERF
TO_DIE,5,Afrikaans,27-1,STERWE
TO_DIE,5,Flemish,28-0,STERVEN
TO_DIE,5,Frisian,29-0,FORSTJERRE
TO_DIG,1,Slovenian,42-0,KOPAT
TO_DIG,1,Lusatian_L,43-0,KOPAS
TO_DIG,1,Lusatian_U,44-0,KOPAC
TO_DIG,1,Czech,45-0,KOPATI
TO_DIG,1,Slovak,46-0,KOPAT
TO_DIG,1,Czech_E,47-0,KOPAT
TO_DIG,1,Ukrainian,48-0,KOPATY
TO_DIG,1,Byelorussian,49-0,KAPAC*
TO_DIG,1,Polish,50-0,KOPAC
TO_DIG,1,Macedonian,52-0,KOPA
TO_DIG,1,Bulgarian,53-0,DA-KOPAE
TO_DIG,1,Serbocroatian,54-0,KOPATI
TO_DIG,1,Breton_List,05-0,KAVA
TO_DIG,1,Italian,10-0,SCAVARE
TO_DIG,1,Ladin,11-0,CHAVER
TO_DIG,1,Provencal,12-0,CAVA
TO_DIG,1,Sardinian_N,17-0,ISKAVARE
TO_DIG,1,Sardinian_L,18-0,ISCAVARE
TO_DIG,1,Sardinian_C,19-0,SKAVAI
TO_DIG,1,Spanish,20-0,CAVAR
TO_DIG,1,Portuguese_ST,21-0,CAVAR
TO_DIG,1,Brazilian,22-0,CAVAR
TO_DIG,1,Catalan,23-0,CAVAR
TO_DIG,1,Romani,55-0,SKAVO
TO_DIG,1,Greek_ML,66-0,SKABO
TO_DIG,1,Greek_MD,67-0,SKABO
TO_DIG,1,Greek_Mod,68-0,SKAVO
TO_DIG,1,Greek_D,69-0,SKABO
TO_DIG,1,Greek_K,70-0,SKAPTO
TO_DIG,1,ALbanian_C,84-0,KAVAR
TO_DIG,2,Gujarati,59-0,KHODWU
TO_DIG,2,Panjabi_ST,60-0,KHODNA
TO_DIG,2,Lahnda,61-0,KHODEN
TO_DIG,2,Hindi,62-0,KHODNA
TO_DIG,2,Bengali,63-0,KHODAI-KORA
TO_DIG,3,Breton_List,05-0,KLEUZA
TO_DIG,3,Breton_List,05-1,KLEUZIA
TO_DIG,3,Breton_SE,06-0,KLAUEIN
TO_DIG,3,Breton_ST,07-0,KLEUZIAN
TO_DIG,4,German_ST,24-0,GRABEN
TO_DIG,4,Penn_Dutch,25-0,GRAWB
TO_DIG,4,Afrikaans,27-0,GRAAF
TO_DIG,4,Afrikaans,27-1,GRAWE
TO_DIG,4,Flemish,28-0,GRAVEN
TO_DIG,4,Frisian,29-0,GRAVE
TO_DIG,4,Swedish_Up,30-0,GRAVA
TO_DIG,4,Swedish_VL,31-0,GRAVA
TO_DIG,4,Swedish_List,32-0,GRAVA
TO_DIG,4,Danish,33-0,GRAVE
TO_DIG,4,Riksmal,34-0,GRAVE
TO_DIG,4,Icelandic_ST,35-0,GRAFA
TO_DIG,4,Faroese,36-0,GRAVA
TO_DIG,4,Macedonian,52-0,GREBE
TO_DIG,5,Kashmiri,57-0,KHANUN
TO_DIG,5,Marathi,58-0,KHENNE.
TO_DIG,5,Nepali_List,64-0,KHANNU
TO_DIG,5,Khaskura,65-0,KHANNU
TO_DIG,5,Afghan,74-0,KINEL
TO_DIG,5,Afghan,74-1,KINDEL
TO_DIG,5,Waziri,75-0,KANDEL
TO_DIG,5,Tadzik,77-0,KANDAN
TO_DRINK,1,German_ST,24-0,TRINKEN
TO_DRINK,1,Penn_Dutch,25-0,NEMM-EN-DRINK
TO_DRINK,1,Dutch_List,26-0,DRINKEN
TO_DRINK,1,Afrikaans,27-0,DRINK
TO_DRINK,1,Flemish,28-0,DRINKEN
TO_DRINK,1,Swedish_Up,30-0,DRICKA
TO_DRINK,1,Swedish_VL,31-0,DREK
TO_DRINK,1,Swedish_List,32-0,DRICKA
TO_DRINK,1,Danish,33-0,DRIKKE
TO_DRINK,1,Riksmal,34-0,DRIKKE
TO_DRINK,1,Icelandic_ST,35-0,DREKKA
TO_DRINK,1,Faroese,36-0,DREKKA
TO_DRINK,1,English,37-0,DRINK
TO_DRINK,1,Sranan,38-0,DRINGI
TO_DRINK,2,Slovenian,42-0,PIT
TO_DRINK,2,Lusatian_L,43-0,PIS
TO_DRINK,2,Lusatian_U,44-0,PIC
TO_DRINK,2,Czech,45-0,PITI
TO_DRINK,2,Slovak,46-0,PIT
TO_DRINK,2,Czech_E,47-0,PIT
TO_DRINK,2,Ukrainian,48-0,PYTY
TO_DRINK,2,Byelorussian,49-0,PIC*
TO_DRINK,2,Polish,50-0,PIC
TO_DRINK,2,Russian,51-0,PIT
TO_DRINK,2,Macedonian,52-0,PIE
TO_DRINK,2,Bulgarian,53-0,DA-PIE
TO_DRINK,2,Serbocroatian,54-0,PITI
TO_DRINK,2,Romani,55-0,PEAV
TO_DRINK,2,Marathi,58-0,PINE.
TO_DRINK,2,Gujarati,59-0,PIWU
TO_DRINK,2,Panjabi_ST,60-0,PINA
TO_DRINK,2,Lahnda,61-0,PIWEN
TO_DRINK,2,Hindi,62-0,PINA
TO_DRINK,2,Nepali_List,64-0,PANI-KHANU
TO_DRINK,2,Nepali_List,64-1,PIUNU
TO_DRINK,2,Greek_ML,66-0,PINO
TO_DRINK,2,Greek_MD,67-0,PINO
TO_DRINK,2,Greek_Mod,68-0,PINO
TO_DRINK,2,Greek_D,69-0,PINO
TO_DRINK,2,Greek_K,70-0,PINO
TO_DRINK,2,Wakhi,79-0,PEV
TO_DRINK,2,Wakhi,79-1,PU
TO_DRINK,2,Albanian_T,80-0,ME-PIRE
TO_DRINK,2,Albanian_Top,81-0,PI
TO_DRINK,2,Albanian_Top,81-1,PIVA
TO_DRINK,2,Albanian_G,82-0,PI
TO_DRINK,2,Albanian_K,83-0,PII
TO_DRINK,2,ALbanian_C,84-0,PI
TO_DRINK,3,Welsh_N,03-0,YFED
TO_DRINK,3,Welsh_C,04-0,YFED
TO_DRINK,3,Breton_List,05-0,EVA
TO_DRINK,3,Breton_SE,06-0,IVET
TO_DRINK,3,Breton_ST,07-0,EVAN
TO_DRINK,4,Romanian_List,08-0,BEA
TO_DRINK,4,Vlach,09-0,BEAU
TO_DRINK,4,Italian,10-0,BERE
TO_DRINK,4,Italian,10-1,BEVERE
TO_DRINK,4,Ladin,11-0,BAIVER
TO_DRINK,4,Provencal,12-0,BEURE
TO_DRINK,4,French,13-0,BOIRE
TO_DRINK,4,Walloon,14-0,BEURE
TO_DRINK,4,French_Creole_C,15-0,BWE
TO_DRINK,4,French_Creole_D,16-0,BWE
TO_DRINK,4,Sardinian_N,17-0,BIERE
TO_DRINK,4,Sardinian_L,18-0,BIERE
TO_DRINK,4,Sardinian_C,19-0,BUFFAI
TO_DRINK,4,Spanish,20-0,BEBER
TO_DRINK,4,Portuguese_ST,21-0,BEBER
TO_DRINK,4,Brazilian,22-0,BEBER
TO_DRINK,4,Catalan,23-0,BEURER
TO_EAT,1,Romanian_List,08-0,MINCA
TO_EAT,1,Vlach,09-0,MYKU
TO_EAT,1,Italian,10-0,MANGIARE
TO_EAT,1,Ladin,11-0,MANGER
TO_EAT,1,Provencal,12-0,MANJA
TO_EAT,1,French,13-0,MANGER
TO_EAT,1,Walloon,14-0,MAGNI
TO_EAT,1,French_Creole_C,15-0,MAZE
TO_EAT,1,French_Creole_D,16-0,MAZE
TO_EAT,1,Sardinian_N,17-0,MANNIKARE
TO_EAT,1,Sardinian_L,18-0,MANDIGARE
TO_EAT,1,Catalan,23-0,MENJAR
TO_EAT,2,Greek_ML,66-0,TROGO
TO_EAT,2,Greek_MD,67-0,TROGO
TO_EAT,2,Greek_Mod,68-0,TROO
TO_EAT,2,Greek_D,69-0,TROO
TO_EAT,2,Greek_K,70-0,TROGO
TO_EAT,3,Irish_A,01-0,ITHE
TO_EAT,3,Irish_B,02-0,ITHIM
TO_EAT,3,German_ST,24-0,ESSEN
TO_EAT,3,Penn_Dutch,25-0,ESS
TO_EAT,3,Dutch_List,26-0,ETEN
TO_EAT,3,Afrikaans,27-0,EET
TO_EAT,3,Flemish,28-0,ETEN
TO_EAT,3,Frisian,29-0,ITE
TO_EAT,3,Swedish_Up,30-0,ATA
TO_EAT,3,Swedish_VL,31-0,ATA-ETA
TO_EAT,3,Swedish_List,32-0,ATA
TO_EAT,3,Icelandic_ST,35-0,ETA
TO_EAT,3,Faroese,36-0,ETA
TO_EAT,3,English,37-0,EAT
TO_EAT,3,Latvian,41-0,EST
TO_EAT,3,Slovenian,42-0,JEST
TO_EAT,3,Lusatian_L,43-0,JESC
TO_EAT,3,Lusatian_U,44-0,JESC
TO_EAT,3,Czech,45-0,JISTI
TO_EAT,3,Slovak,46-0,JEST
TO_EAT,3,Czech_E,47-0,YEST
TO_EAT,3,Ukrainian,48-0,JISTY
TO_EAT,3,Byelorussian,49-0,ES*CI
TO_EAT,3,Polish,50-0,JESC
TO_EAT,3,Russian,51-0,EST
TO_EAT,3,Macedonian,52-0,JADE
TO_EAT,3,Bulgarian,53-0,DA-JADE
TO_EAT,3,Serbocroatian,54-0,JESTI
TO_EAT,4,Romani,55-0,XAV
TO_EAT,4,Singhalese,56-0,KANAWA
TO_EAT,4,Kashmiri,57-0,KHYONU
TO_EAT,4,Marathi,58-0,KHANE.
TO_EAT,4,Gujarati,59-0,KHAWU
TO_EAT,4,Panjabi_ST,60-0,KHANA
TO_EAT,4,Lahnda,61-0,KHAWEN
TO_EAT,4,Hindi,62-0,KHANA
TO_EAT,4,Bengali,63-0,KHAOA
TO_EAT,4,Nepali_List,64-0,KHANU
TO_EAT,4,Khaskura,65-0,KHANU
TO_EAT,4,Albanian_T,80-0,ME-NGRENE
TO_EAT,4,Albanian_Top,81-0,HA
TO_EAT,4,Albanian_Top,81-1,HENGERA
TO_EAT,4,Albanian_G,82-0,HA
TO_EAT,4,Albanian_K,83-0,XAA
TO_EAT,4,ALbanian_C,84-0,XA
TO_FALL,1,Romanian_List,08-0,CADEA
TO_FALL,1,Vlach,09-0,KADU
TO_FALL,1,Italian,10-0,CADERE
TO_FALL,1,Ladin,11-0,CRUDER
TO_FALL,1,Spanish,20-0,CAER
TO_FALL,1,Portuguese_ST,21-0,CAHIR
TO_FALL,1,Brazilian,22-0,CAIR
TO_FALL,1,Catalan,23-0,CAURER
TO_FALL,2,Provencal,12-0,TOUMBA
TO_FALL,2,French,13-0,TOMBER
TO_FALL,2,Walloon,14-0,TOUMER
TO_FALL,2,French_Creole_C,15-0,TOBE
TO_FALL,2,French_Creole_D,16-0,TOBE
TO_FALL,3,Greek_ML,66-0,PEFTO
TO_FALL,3,Greek_MD,67-0,PEFTO
TO_FALL,3,Greek_Mod,68-0,PEFTO
TO_FALL,3,Greek_D,69-0,PEFTO
TO_FALL,4,Albanian_Top,81-0,BIE
TO_FALL,4,Albanian_G,82-0,BI
TO_FALL,4,Albanian_K,83-0,BIE
TO_FALL,4,ALbanian_C,84-0,BIE
TO_FALL,5,German_ST,24-0,FALLEN
TO_FALL,5,Penn_Dutch,25-0,FOLL
TO_FALL,5,Dutch_List,26-0,VALLEN
TO_FALL,5,Afrikaans,27-0,VAL
TO_FALL,5,Flemish,28-0,VALLEN
TO_FALL,5,Frisian,29-0,FALLE
TO_FALL,5,Swedish_Up,30-0,FALLA
TO_FALL,5,Swedish_VL,31-0,FAL
TO_FALL,5,Swedish_List,32-0,FALLA
TO_FALL,5,Danish,33-0,FALDE
TO_FALL,5,Riksmal,34-0,FALLE
TO_FALL,5,Icelandic_ST,35-0,FALLA
TO_FALL,5,Faroese,36-0,FALLA
TO_FALL,5,English,37-0,FALL
TO_FALL,5,Sranan,38-0,FADOM
TO_FALL,6,Romani,55-0,PERAV
TO_FALL,6,Kashmiri,57-0,PYONU
TO_FALL,6,Marathi,58-0,PEDNE.
TO_FALL,6,Gujarati,59-0,PERWU
TO_FALL,6,Bengali,63-0,PORA
TO_FALL,6,Nepali_List,64-0,PARNU
TO_FALL,6,Wakhi,79-0,PERVE
TO_FALL,7,Slovenian,42-0,PADE
TO_FALL,7,Lusatian_L,43-0,PADAS
TO_FALL,7,Lusatian_U,44-0,PADAC
TO_FALL,7,Czech,45-0,UPADNOUTI
TO_FALL,7,Slovak,46-0,PADAT
TO_FALL,7,Czech_E,47-0,PADNUT
TO_FALL,7,Ukrainian,48-0,PADATY
TO_FALL,7,Byelorussian,49-0,PADAC*
TO_FALL,7,Polish,50-0,PADAC
TO_FALL,7,Russian,51-0,PADAT
TO_FALL,7,Macedonian,52-0,PAGA
TO_FALL,7,Macedonian,52-1,PAGNE
TO_FALL,7,Bulgarian,53-0,DA-PADA
TO_FALL,7,Serbocroatian,54-0,PASTI
TO_FEAR,1,English,37-0,FEAR
TO_FEAR,1,Sranan,38-0,FREDE
TO_FEAR,1,Swedish_Up,30-0,VARA-RADD-FOR
TO_FEAR,1,Riksmal,34-0,VAERE-REDD
TO_FEAR,1,Icelandic_ST,35-0,VERA-HRAEDDR
TO_FEAR,1,Faroese,36-0,VERA-RADDUR
TO_FEAR,2,German_ST,24-0,FURCHTEN
TO_FEAR,2,Swedish_VL,31-0,FRUKT
TO_FEAR,2,Swedish_List,32-0,FARHAGA
TO_FEAR,2,Danish,33-0,FRYGTE
TO_FEAR,3,Greek_ML,66-0,FOBAMAI
TO_FEAR,3,Greek_MD,67-0,FOBAMAI
TO_FEAR,3,Greek_Mod,68-0,FOVUME
TO_FEAR,3,Greek_D,69-0,FOBAMAI
TO_FEAR,3,Greek_K,70-0,FOBOUMAI
TO_FEAR,4,Albanian_Top,81-0,TREMBEM
TO_FEAR,4,Albanian_Top,81-1,UTREMBA
TO_FEAR,4,Albanian_K,83-0,TREMBEM
TO_FEAR,4,ALbanian_C,84-0,TREMBEM
TO_FEAR,5,Dutch_List,26-0,VREEZEN
TO_FEAR,5,Afrikaans,27-0,VREES
TO_FEAR,5,Afrikaans,27-1,BANG-WEES
TO_FEAR,5,Flemish,28-0,VREZEN
TO_FEAR,6,Romani,55-0,TRASAV
TO_FEAR,6,Kashmiri,57-0,TARSUN
TO_FEAR,6,Ossetic,73-0,TAERSYN
TO_FEAR,6,Persian_List,76-0,TARSIDAN
TO_FEAR,6,Tadzik,77-0,TARSIDAN
TO_FEAR,6,Baluchi,78-0,THURSAGH
TO_FEAR,7,Kashmiri,57-0,DARUN
TO_FEAR,7,Gujarati,59-0,DERWU
TO_FEAR,7,Panjabi_ST,60-0,DERNA
TO_FEAR,7,Lahnda,61-0,DEREN
TO_FEAR,7,Hindi,62-0,DERNA
TO_FEAR,7,Nepali_List,64-0,DARNU
TO_FEAR,7,Khaskura,65-0,DARNU
TO_FEAR,8,Lithuanian_O,39-0,BIJOTI
TO_FEAR,8,Lithuanian_ST,40-0,BIJOTI
TO_FEAR,8,Latvian,41-0,BAIDITIES
TO_FEAR,8,Lusatian_L,43-0,BOJAS-SE
TO_FEAR,8,Lusatian_U,44-0,BOJEC-SO
TO_FEAR,8,Czech,45-0,BATI-SE
TO_FEAR,8,Slovak,46-0,BAT-SA
TO_FEAR,8,Czech_E,47-0,BATSA
TO_FEAR,8,Ukrainian,48-0,BOJATYS*
TO_FEAR,8,Byelorussian,49-0,BAJACCA
TO_FEAR,8,Polish,50-0,BAC-SIE
TO_FEAR,8,Russian,51-0,BOJAT-SJA
TO_FEAR,8,Macedonian,52-0,BOI-SE
TO_FEAR,8,Serbocroatian,54-0,BOJATI-SE
TO_FEAR,8,Singhalese,56-0,BAYA
TO_FEAR,8,Marathi,58-0,BHINE.
TO_FEAR,8,Gujarati,59-0,BIHWU
TO_FEAR,8,Bengali,63-0,BHOE+PAOA
TO_FEAR,9,Romanian_List,08-0,SE-TEME-DE
TO_FEAR,9,Italian,10-0,TEMERE
TO_FEAR,9,Ladin,11-0,TMAIR
TO_FEAR,9,Provencal,12-0,TEME
TO_FEAR,9,Sardinian_N,17-0,TIMERE
TO_FEAR,9,Sardinian_L,18-0,TIMERE
TO_FEAR,9,Sardinian_C,19-0,TIMMI
TO_FEAR,9,Spanish,20-0,TEMER
TO_FEAR,9,Portuguese_ST,21-0,TEMER
TO_FEAR,9,Brazilian,22-0,TEMER
TO_FEAR,9,Catalan,23-0,TEMOREJAR
TO_FEAR,9,Catalan,23-1,TEMER
TO_FIGHT,1,Kashmiri,57-0,LADUN
TO_FIGHT,1,Marathi,58-0,LEDHNE.
TO_FIGHT,1,Gujarati,59-0,LEREWU
TO_FIGHT,1,Panjabi_ST,60-0,LERNA
TO_FIGHT,1,Lahnda,61-0,LEREN
TO_FIGHT,1,Hindi,62-0,LERNA
TO_FIGHT,1,Bengali,63-0,LORA
TO_FIGHT,1,Nepali_List,64-0,LARNU
TO_FIGHT,1,Khaskura,65-0,LARNU
TO_FIGHT,2,Greek_ML,66-0,POLEMO
TO_FIGHT,2,Greek_MD,67-0,PALEUO
TO_FIGHT,2,Greek_MD,67-1,POLEMO
TO_FIGHT,2,Greek_Mod,68-0,POLEMO
TO_FIGHT,2,Greek_D,69-0,POLEMAO
TO_FIGHT,2,Greek_K,70-0,POLEMO
TO_FIGHT,3,Afghan,74-0,DZANGEDEL
TO_FIGHT,3,Waziri,75-0,JANG
TO_FIGHT,3,Waziri,75-1,JAGGARRA-BALWA
TO_FIGHT,3,Persian_List,76-0,JANGIDAN
TO_FIGHT,3,Tadzik,77-0,CANG-KARDAN
TO_FIGHT,3,Wakhi,79-0,JUNG-TSER
TO_FIGHT,4,Catalan,23-0,LLUYTAR
TO_FIGHT,4,Albanian_T,80-0,ME-LEFTUAR
TO_FIGHT,4,Albanian_Top,81-0,LEFTON
TO_FIGHT,4,Albanian_Top,81-1,LEFTOVA
TO_FIGHT,4,Albanian_G,82-0,LUFTOJ
TO_FIGHT,5,Lusatian_L,43-0,WOJOWAS
TO_FIGHT,5,Lusatian_U,44-0,WOJOWAC
TO_FIGHT,5,Czech,45-0,BOJOVATI
TO_FIGHT,5,Slovak,46-0,BOJOVAT
TO_FIGHT,6,Swedish_Up,30-0,SLASS
TO_FIGHT,6,Swedish_VL,31-0,SLAS-SLOS
TO_FIGHT,6,Riksmal,34-0,SLASS
TO_FIGHT,6,Faroese,36-0,SLAAST
TO_FIGHT,7,Penn_Dutch,25-0,FECHT
TO_FIGHT,7,Dutch_List,26-0,VECHTEN
TO_FIGHT,7,Afrikaans,27-0,VEG
TO_FIGHT,7,Flemish,28-0,VECHTEN
TO_FIGHT,7,Swedish_Up,30-0,FAKTA
TO_FIGHT,7,English,37-0,FIGHT
TO_FIGHT,7,Sranan,38-0,FETI
TO_FIGHT,8,Slovak,46-0,BIT-SA
TO_FIGHT,8,Czech_E,47-0,BITSA
TO_FIGHT,8,Ukrainian,48-0,BYTYS*
TO_FIGHT,8,Byelorussian,49-0,BICCA
TO_FIGHT,8,Polish,50-0,BIC-SIE
TO_FIGHT,8,Bulgarian,53-0,DA-SE-BIE
TO_FIGHT,8,Romanian_List,08-0,BATE
TO_FIGHT,8,Italian,10-0,COMBATTERE
TO_FIGHT,8,Ladin,11-0,CUMBATTER
TO_FIGHT,8,Provencal,12-0,SE-BATRE
TO_FIGHT,8,Provencal,12-1,CO
TO_FIGHT,8,French,13-0,SE-BATTRE
TO_FIGHT,8,Walloon,14-0,SI-BATE
TO_FIGHT,8,Walloon,14-1,SI-K*BATE
TO_FIGHT,8,Sardinian_L,18-0,CUMBATTERE
TO_FIGHT,8,Spanish,20-0,BATALLAR
TO_FIGHT,8,Spanish,20-1,COMBATIR
TO_FIGHT,8,Portuguese_ST,21-0,COMBATER
TO_FIGHT,8,Brazilian,22-0,COMBATER
TO_FIGHT,8,Catalan,23-0,BATALLAR
TO_FIGHT,8,Catalan,23-1,COMBATRER
TO_FLOAT,1,Marathi,58-0,TERNE.
TO_FLOAT,1,Gujarati,59-0,TEREWU
TO_FLOAT,1,Panjabi_ST,60-0,TERNA
TO_FLOAT,1,Lahnda,61-0,TAEREN
TO_FLOAT,1,Hindi,62-0,UTERANA
TO_FLOAT,2,Welsh_N,03-0,NOFIO
TO_FLOAT,2,Welsh_C,04-0,NOFIO
TO_FLOAT,2,Breton_List,05-0,NEUI
TO_FLOAT,2,Breton_List,05-1,BEZA-WAR-NEUN
TO_FLOAT,2,Breton_SE,06-0,NEANNEIN
TO_FLOAT,2,Breton_ST,07-0,NEUIN
TO_FLOAT,2,Breton_ST,07-1,NEUNVIAL
TO_FLOAT,3,Provencal,12-0,FLOUTA
TO_FLOAT,3,Provencal,12-1,FLOUQUEJA
TO_FLOAT,3,French,13-0,FLOTTER
TO_FLOAT,3,Walloon,14-0,FLOTER
TO_FLOAT,3,French_Creole_C,15-0,FLOTE
TO_FLOAT,3,French_Creole_D,16-0,FLOTE
TO_FLOAT,3,Spanish,20-0,FLOTAR
TO_FLOAT,3,Swedish_Up,30-0,FLYTA
TO_FLOAT,3,Swedish_VL,31-0,FLYT
TO_FLOAT,3,Swedish_List,32-0,FLYTA
TO_FLOAT,3,Danish,33-0,FLYDE
TO_FLOAT,3,Riksmal,34-0,FLYTE
TO_FLOAT,3,Icelandic_ST,35-0,FLJOTA
TO_FLOAT,3,Faroese,36-0,FLOTA
TO_FLOAT,3,English,37-0,FLOAT
TO_FLOAT,3,Romanian_List,08-0,PLUTI
TO_FLOAT,3,Lithuanian_O,39-0,PLAUKYTI
TO_FLOAT,3,Lithuanian_ST,40-0,PLAUKTI
TO_FLOAT,3,Latvian,41-0,PELDET
TO_FLOAT,3,Slovenian,42-0,PLAVAT
TO_FLOAT,3,Slovak,46-0,PLAVAT
TO_FLOAT,3,Ukrainian,48-0,PLAVATY
TO_FLOAT,3,Byelorussian,49-0,PLAVAC*
TO_FLOAT,3,Polish,50-0,PLYNAC
TO_FLOAT,3,Russian,51-0,PLAVAT
TO_FLOAT,3,Macedonian,52-0,PLIVA
TO_FLOAT,3,Macedonian,52-1,PLOVI
TO_FLOAT,3,Serbocroatian,54-0,PLOVITI
TO_FLOAT,3,Greek_ML,66-0,PLEBO
TO_FLOAT,3,Greek_MD,67-0,PLEO
TO_FLOAT,3,Greek_Mod,68-0,PLEO
TO_FLOAT,3,Greek_D,69-0,PLEO
TO_FLOAT,3,Greek_K,70-0,PLEO
TO_FLOAT,4,Dutch_List,26-0,DRIJVEN
TO_FLOAT,4,Afrikaans,27-0,DRYF
TO_FLOAT,4,Afrikaans,27-1,DRYWE
TO_FLOAT,4,Flemish,28-0,DRYVEN
TO_FLOAT,5,Italian,10-0,GALLEGGIARE
TO_FLOAT,5,Sardinian_N,17-0,GALLEJJARE
TO_FLOAT,5,Sardinian_L,18-0,GALLIZZARE
TO_FLOAT,5,Sardinian_C,19-0,GALLEGAI
TO_FLOAT,6,Armenian_Mod,71-0,LUAL
TO_FLOAT,6,Baluchi,78-0,LURAGH
TO_FLOAT,6,Baluchi,78-1,LURITHA
TO_FLOAT,6,Albanian_T,80-0,ME-LUNDRUAR
TO_FLOW,1,Lithuanian_O,39-0,TEKETI
TO_FLOW,1,Lithuanian_ST,40-0,TEKETI
TO_FLOW,1,Lusatian_L,43-0,SAC
TO_FLOW,1,Lusatian_U,44-0,CEC
TO_FLOW,1,Czech,45-0,TECI
TO_FLOW,1,Czech_E,47-0,TECIT
TO_FLOW,1,Ukrainian,48-0,TEKTY
TO_FLOW,1,Polish,50-0,CIEC
TO_FLOW,1,Russian,51-0,TEC
TO_FLOW,1,Macedonian,52-0,TECE
TO_FLOW,1,Bulgarian,53-0,DA-TECE
TO_FLOW,1,Serbocroatian,54-0,TECI
TO_FLOW,2,Irish_A,01-0,RITH
TO_FLOW,2,Breton_List,05-0,REDEK
TO_FLOW,2,Breton_SE,06-0,RIDEK
