Word,Cognate_Set,Language,Language_No,Word_form
BELLY,1,Greek_D,69-0,KOILIA
BELLY,1,Greek_K,70-0,KOILIA
BELLY,2,Albanian_T,80-0,BARK
BELLY,2,Albanian_Top,81-0,BARK
BELLY,2,Albanian_G,82-0,BARKU
BELLY,2,Albanian_K,83-0,BARK
BELLY,2,ALbanian_C,84-0,BARK
BELLY,3,Macedonian,52-0,SKEMBE
BELLY,3,Persian_List,76-0,SHEKAM
BELLY,3,Tadzik,77-0,SIKAM
BELLY,3,Tadzik,77-1,SIKAMBA
BELLY,4,Italian,10-0,VENTRE
BELLY,4,Ladin,11-0,VAINTER
BELLY,4,Provencal,12-0,VENTRE
BELLY,4,French,13-0,VENTRE
BELLY,4,Walloon,14-0,VINTE
BELLY,4,French_Creole_C,15-0,VAT
BELLY,4,Sardinian_N,17-0,ENTRE
BELLY,4,Sardinian_L,18-0,BENTRE
BELLY,4,Spanish,20-0,VIENTRE
BELLY,4,Portuguese_ST,21-0,VENTRE
BELLY,4,Brazilian,22-0,VENTRE
BELLY,4,Catalan,23-0,VENTRE
BELLY,4,Latvian,41-0,VEDERS
BELLY,5,Irish_A,01-0,BOLG
BELLY,5,Irish_B,02-0,BOLG
BELLY,5,Welsh_N,03-0,BOL
BELLY,5,Welsh_N,03-1,BOLA
BELLY,5,Welsh_C,04-0,BOLA
BELLY,5,Swedish_Up,30-0,BALG
BELLY,5,English,37-0,BELLY
BELLY,5,Sranan,38-0,BELE
BELLY,6,Swedish_Up,30-0,MAGE
BELLY,6,Swedish_VL,31-0,MAGA
BELLY,6,Swedish_List,32-0,MAGE
BELLY,6,Riksmal,34-0,MAVE
BELLY,6,Icelandic_ST,35-0,MAGI
BELLY,7,German_ST,24-0,BAUCH
BELLY,7,Penn_Dutch,25-0,BAUCH
BELLY,7,Dutch_List,26-0,BUIK
BELLY,7,Afrikaans,27-0,BUIK
BELLY,7,Flemish,28-0,BUIK
BELLY,7,Frisian,29-0,BAST
BELLY,7,Frisian,29-1,BUK
BELLY,7,Swedish_List,32-0,BUK
BELLY,7,Danish,33-0,BUG
BELLY,7,Faroese,36-0,BUKUR
BELLY,8,Lusatian_L,43-0,BRUCH
BELLY,8,Lusatian_U,44-0,BRJUCH
BELLY,8,Czech,45-0,BRICHO
BELLY,8,Slovak,46-0,BRUCHO
BELLY,8,Czech_E,47-0,BRUX
BELLY,8,Byelorussian,49-0,BRUXA
BELLY,8,Polish,50-0,BRZUCH
BELLY,9,Marathi,58-0,POT
BELLY,9,Gujarati,59-0,PET
BELLY,9,Panjabi_ST,60-0,PET
BELLY,9,Lahnda,61-0,PET
BELLY,9,Hindi,62-0,PET
BELLY,9,Bengali,63-0,PET
BELLY,9,Nepali_List,64-0,PET
BIG,1,Slovenian,42-0,VELIKA
BIG,1,Lusatian_L,43-0,WELIKI
BIG,1,Lusatian_U,44-0,WULKI
BIG,1,Czech,45-0,VELKY
BIG,1,Slovak,46-0,VEL-KY
BIG,1,Czech_E,47-0,VELIKE
BIG,1,Ukrainian,48-0,VELYKYJ
BIG,1,Byelorussian,49-0,VJALIKI
BIG,1,Polish,50-0,WIELKI
BIG,1,Serbocroatian,54-0,VELIK
BIG,2,Irish_A,01-0,MOR
BIG,2,Irish_B,02-0,MOR
BIG,2,Welsh_N,03-0,MAWR
BIG,2,Welsh_C,04-0,MAWR
BIG,3,Italian,10-0,GRANDE
BIG,3,Ladin,11-0,GRAND
BIG,3,Provencal,12-0,GROS
BIG,3,French,13-0,GRAND
BIG,3,Walloon,14-0,GRAND
BIG,3,French_Creole_C,15-0,GHWA
BIG,3,French_Creole_C,15-1,GHO
BIG,3,French_Creole_D,16-0,GWO
BIG,3,French_Creole_D,16-1,GWA
BIG,3,Spanish,20-0,GRANDE
BIG,3,Portuguese_ST,21-0,GRANDE
BIG,3,Brazilian,22-0,GRANDE
BIG,3,Catalan,23-0,GRAN
BIG,3,German_ST,24-0,GROSS
BIG,3,Penn_Dutch,25-0,GROESZ
BIG,3,Dutch_List,26-0,GROOT
BIG,3,Afrikaans,27-0,GROOT
BIG,3,Flemish,28-0,GROOT
BIG,3,Frisian,29-0,GREAT
BIG,3,Swedish_List,32-0,GROV
BIG,3,Sranan,38-0,GROFOE
BIG,3,Sranan,38-1,GRAN
BIG,3,Sranan,38-2,GRANDI
BIG,4,Swedish_Up,30-0,STOR
BIG,4,Swedish_VL,31-0,STOR
BIG,4,Danish,33-0,STOR
BIG,4,Riksmal,34-0,STOR
BIG,4,Icelandic_ST,35-0,STOR
BIG,4,Faroese,36-0,STORUR
BIG,4,Ossetic,73-0,YSTYR
BIG,4,Waziri,75-0,STER
BIG,5,Romani,55-0,BARO
BIG,5,Kashmiri,57-0,BODU
BIG,5,Hindi,62-0,BERA
BIG,5,Bengali,63-0,BORO
BIG,5,Nepali_List,64-0,BIRAT
BIG,6,Baluchi,78-0,MAZZAN
BIG,6,Baluchi,78-1,MAZ
BIG,6,Greek_ML,66-0,MEGALOS
BIG,6,Greek_MD,67-0,MEGALOS
BIG,6,Greek_Mod,68-0,MEGHALOS
BIG,6,Greek_D,69-0,MEGALOS
BIG,6,Greek_K,70-0,MEGALOS
BIG,6,Armenian_Mod,71-0,MEC
BIG,6,Armenian_List,72-0,MEDZ
BIG,6,Albanian_T,80-0,MATH
BIG,6,Albanian_T,80-1,MADHE
BIG,6,Albanian_Top,81-0,I-MATH
BIG,6,Albanian_G,82-0,MADH
BIG,6,Albanian_K,83-0,MATH
BIG,6,ALbanian_C,84-0,I-MATH
BIRD,1,Ossetic,73-0,MARG*
BIRD,1,Afghan,74-0,MURGE
BIRD,1,Waziri,75-0,MARGHAI
BIRD,1,Persian_List,76-0,MORGH
BIRD,1,Baluchi,78-0,MURGH
BIRD,2,Vlach,09-0,PULU
BIRD,2,Sardinian_N,17-0,PUTHTHONE
BIRD,2,Sardinian_L,18-0,PUZZONE
BIRD,2,Sardinian_C,19-0,PILLONI
BIRD,2,Greek_ML,66-0,POULI
BIRD,2,Greek_MD,67-0,POULI
BIRD,2,Greek_Mod,68-0,PULI
BIRD,2,Greek_D,69-0,POULI
BIRD,3,Albanian_T,80-0,ZOG
BIRD,3,Albanian_Top,81-0,ZOK
BIRD,3,Albanian_G,82-0,ZOGU
BIRD,3,Albanian_K,83-0,ZOK
BIRD,3,ALbanian_C,84-0,ZOG
BIRD,4,Irish_A,01-0,EAN
BIRD,4,Irish_B,02-0,EAN
BIRD,4,Welsh_N,03-0,EDN
BIRD,4,Breton_List,05-0,EVN
BIRD,4,Breton_SE,06-0,EN
BIRD,4,Breton_ST,07-0,EVN
BIRD,5,Italian,10-0,UCCELLO
BIRD,5,Ladin,11-0,UTSCHE
BIRD,5,Provencal,12-0,AUCEU
BIRD,5,French,13-0,OISEAU
BIRD,5,Walloon,14-0,OUHE
BIRD,5,French_Creole_C,15-0,ZWEZO
BIRD,5,French_Creole_D,16-0,ZWEZO
BIRD,5,Spanish,20-0,AVE
BIRD,5,Portuguese_ST,21-0,AVE
BIRD,5,Brazilian,22-0,AVE
BIRD,5,Catalan,23-0,AUCELL
BIRD,6,Romanian_List,08-0,PASARE
BIRD,6,Spanish,20-0,PAJARO
BIRD,6,Kashmiri,57-0,PANKHI
BIRD,6,Marathi,58-0,PEKSI
BIRD,6,Gujarati,59-0,PENKHI
BIRD,6,Gujarati,59-1,PEKSI
BIRD,6,Panjabi_ST,60-0,PENCHI
BIRD,6,Hindi,62-0,PEKSI
BIRD,6,Bengali,63-0,PAKHI
BIRD,6,Khaskura,65-0,PANCHHI
BIRD,7,German_ST,24-0,VOGEL
BIRD,7,Penn_Dutch,25-0,FUGGEL
BIRD,7,Dutch_List,26-0,VOGEL
BIRD,7,Afrikaans,27-0,VOEL
BIRD,7,Flemish,28-0,VOGEL
BIRD,7,Frisian,29-0,FUGEL
BIRD,7,Swedish_Up,30-0,FAGEL
BIRD,7,Swedish_VL,31-0,FOGAL
BIRD,7,Swedish_List,32-0,FAGEL
BIRD,7,Danish,33-0,FUGL
BIRD,7,Riksmal,34-0,FUGL
BIRD,7,Icelandic_ST,35-0,FUGL
BIRD,7,Faroese,36-0,FUGLUR
BIRD,7,Sranan,38-0,FOUWLOE
BIRD,8,Lithuanian_O,39-0,PAUKSTIS
BIRD,8,Lithuanian_ST,40-0,PAUKSTIS
BIRD,8,Latvian,41-0,PUTNS
BIRD,8,Slovenian,42-0,TICK
BIRD,8,Lusatian_L,43-0,PTAK
BIRD,8,Lusatian_U,44-0,PTAK
BIRD,8,Czech,45-0,PTAK
BIRD,8,Slovak,46-0,VTAK
BIRD,8,Czech_E,47-0,FTAK
BIRD,8,Ukrainian,48-0,PTAX
BIRD,8,Byelorussian,49-0,PTUSKA
BIRD,8,Polish,50-0,PTAK
BIRD,8,Russian,51-0,PTICA
BIRD,8,Macedonian,52-0,PTICA
BIRD,8,Bulgarian,53-0,PTICA
BIRD,8,Serbocroatian,54-0,PTICA
BIRD,8,Greek_K,70-0,PTENON
BLACK,1,Romani,55-0,KALO
BLACK,1,Singhalese,56-0,KALU
BLACK,1,Kashmiri,57-0,KALA
BLACK,1,Marathi,58-0,KALA
BLACK,1,Gujarati,59-0,KALU
BLACK,1,Panjabi_ST,60-0,KALA
BLACK,1,Lahnda,61-0,KALA
BLACK,1,Hindi,62-0,KALA
BLACK,1,Bengali,63-0,KALO
BLACK,1,Nepali_List,64-0,KALO
BLACK,1,Khaskura,65-0,KALO
BLACK,2,German_ST,24-0,SCHWARZ
BLACK,2,Penn_Dutch,25-0,SCHWOTZ
BLACK,2,Dutch_List,26-0,ZWART
BLACK,2,Afrikaans,27-0,SWART
BLACK,2,Flemish,28-0,ZWART
BLACK,2,Swedish_Up,30-0,SVART
BLACK,2,Swedish_VL,31-0,SVART
BLACK,2,Swedish_List,32-0,SVART
BLACK,2,Danish,33-0,SORT
BLACK,2,Riksmal,34-0,SORT
BLACK,2,Icelandic_ST,35-0,SVARTR
BLACK,2,Faroese,36-0,SVARTUR
BLACK,3,Slovenian,42-0,CRNU
BLACK,3,Lusatian_L,43-0,CARNY
BLACK,3,Lusatian_U,44-0,CORNY
BLACK,3,Czech,45-0,CERNY
BLACK,3,Slovak,46-0,CIERNY
BLACK,3,Czech_E,47-0,CERNE
BLACK,3,Ukrainian,48-0,CORNYJ
BLACK,3,Byelorussian,49-0,CORNY
BLACK,3,Polish,50-0,CZARNY
BLACK,3,Russian,51-0,CERNYJ
BLACK,3,Macedonian,52-0,CRN
BLACK,3,Bulgarian,53-0,CERNO
BLACK,3,Serbocroatian,54-0,CRN
BLACK,4,Romanian_List,08-0,NEGRU
BLACK,4,Italian,10-0,NERO
BLACK,4,Ladin,11-0,NAIR
BLACK,4,Provencal,12-0,NEGRE
BLACK,4,Provencal,12-1,EGRO
BLACK,4,French,13-0,NOIR
BLACK,4,Walloon,14-0,NEUR
BLACK,4,French_Creole_C,15-0,NWE
BLACK,4,French_Creole_D,16-0,NWE
BLACK,4,Sardinian_N,17-0,NIEDDU
BLACK,4,Sardinian_L,18-0,NIEDDU
BLACK,4,Sardinian_C,19-0,NIEDDU
BLACK,4,Spanish,20-0,NEGRO
BLACK,4,Portuguese_ST,21-0,NEGRO
BLACK,4,Brazilian,22-0,NEGRO
BLACK,4,Catalan,23-0,NEGRE
BLACK,5,Irish_A,01-0,DUBH
BLACK,5,Irish_B,02-0,DUBH
BLACK,5,Welsh_N,03-0,DU
BLACK,5,Welsh_C,04-0,DU
BLACK,5,Breton_List,05-0,DU
BLACK,5,Breton_SE,06-0,DU
BLACK,5,Breton_ST,07-0,DU
BLACK,6,Armenian_Mod,71-0,SEW
BLACK,6,Armenian_List,72-0,SEV
BLACK,6,Persian_List,76-0,SIAH
BLACK,6,Tadzik,77-0,SIEX
BLACK,6,Baluchi,78-0,SIYAH
BLACK,6,Wakhi,79-0,SU
BLACK,6,Wakhi,79-1,SIO
BLACK,7,Albanian_T,80-0,ZI
BLACK,7,Albanian_T,80-1,ZEZE
BLACK,7,Albanian_Top,81-0,I-ZI
BLACK,7,Albanian_G,82-0,ZI
BLACK,7,Albanian_K,83-0,ZII
BLACK,7,ALbanian_C,84-0,I-ZI
BLACK,8,Ladin,11-0,MOR
BLACK,8,Greek_ML,66-0,MAUROS
BLACK,8,Greek_MD,67-0,MAUROS
BLACK,8,Greek_Mod,68-0,MAVROS
BLACK,8,Greek_D,69-0,MAUROS
BLOOD,1,Welsh_N,03-0,GWAED
BLOOD,1,Welsh_C,04-0,GWAED
BLOOD,1,Breton_List,05-0,GWAD
BLOOD,1,Breton_SE,06-0,GOED
BLOOD,1,Breton_ST,07-0,GWAD
BLOOD,2,Romanian_List,08-0,SINGE
BLOOD,2,Vlach,09-0,SYNZE
BLOOD,2,Italian,10-0,SANGUE
BLOOD,2,Ladin,11-0,SAUNG
BLOOD,2,Provencal,12-0,SANG
BLOOD,2,French,13-0,SANG
BLOOD,2,Walloon,14-0,SONG*
BLOOD,2,French_Creole_C,15-0,SA
BLOOD,2,French_Creole_D,16-0,SA
BLOOD,2,Sardinian_N,17-0,SAMBEBE
BLOOD,2,Sardinian_L,18-0,SAMBENE
BLOOD,2,Sardinian_C,19-0,SANGUINI
BLOOD,2,Spanish,20-0,SANGRE
BLOOD,2,Portuguese_ST,21-0,SANGUE
BLOOD,2,Brazilian,22-0,SANGUE
BLOOD,2,Catalan,23-0,SANCH
BLOOD,3,German_ST,24-0,BLUT
BLOOD,3,Penn_Dutch,25-0,BLUUT
BLOOD,3,Dutch_List,26-0,BLOED
BLOOD,3,Afrikaans,27-0,BLOED
BLOOD,3,Flemish,28-0,BLOED
BLOOD,3,Frisian,29-0,BLOED
BLOOD,3,Swedish_Up,30-0,BLOD
BLOOD,3,Swedish_VL,31-0,BLO
BLOOD,3,Swedish_List,32-0,BLOD
BLOOD,3,Danish,33-0,BLOD
BLOOD,3,Riksmal,34-0,BLOD
BLOOD,3,Icelandic_ST,35-0,BLOO
BLOOD,3,Faroese,36-0,BLOD
BLOOD,3,English,37-0,BLOOD
BLOOD,3,Sranan,38-0,BROEDOE
BLOOD,4,Lithuanian_O,39-0,KRAUJAS
BLOOD,4,Lithuanian_ST,40-0,KRAUJAS
BLOOD,4,Slovenian,42-0,KRI
BLOOD,4,Lusatian_L,43-0,KSEJ
BLOOD,4,Lusatian_U,44-0,KREJ
BLOOD,4,Czech,45-0,KREV
BLOOD,4,Slovak,46-0,KRV
BLOOD,4,Czech_E,47-0,KREF
BLOOD,4,Ukrainian,48-0,KROV
BLOOD,4,Byelorussian,49-0,KROW
BLOOD,4,Polish,50-0,KREW
BLOOD,4,Russian,51-0,KROV
BLOOD,4,Macedonian,52-0,KRV
BLOOD,4,Bulgarian,53-0,KREV
BLOOD,4,Serbocroatian,54-0,KRV
BLOOD,5,Albanian_T,80-0,GJAK
BLOOD,5,Albanian_Top,81-0,GAK
BLOOD,5,Albanian_G,82-0,GJAKU
BLOOD,5,Albanian_K,83-0,GAK
BLOOD,5,ALbanian_C,84-0,GAK
BLOOD,6,Greek_ML,66-0,HAIMA
BLOOD,6,Greek_MD,67-0,HAIMA
BLOOD,6,Greek_Mod,68-0,EMA
BLOOD,6,Greek_D,69-0,HAIMA
BLOOD,6,Greek_K,70-0,HAIMA
BLOOD,7,Lahnda,61-0,XUN
BLOOD,7,Nepali_List,64-0,KHUN
BLOOD,7,Persian_List,76-0,KHUN
BLOOD,7,Tadzik,77-0,XUN
BLOOD,7,Baluchi,78-0,HON
BLOOD,7,Wakhi,79-0,WUSEN
BLOOD,7,Wakhi,79-1,XUN
BLOOD,8,Romani,55-0,RAT
BLOOD,8,Kashmiri,57-0,RATH
BLOOD,8,Marathi,58-0,REKTE
BLOOD,8,Hindi,62-0,REKT
BLOOD,8,Bengali,63-0,ROKTO
BLOOD,8,Khaskura,65-0,RAGAT
BONE,1,Romani,55-0,KOKALO
BONE,1,Greek_ML,66-0,KOKKALO
BONE,1,Greek_MD,67-0,KOKKALO
BONE,1,Greek_Mod,68-0,KOKALO
BONE,1,Greek_D,69-0,KOKKALO
BONE,1,Albanian_K,83-0,KOKAU
BONE,2,Dutch_List,26-0,BEEN
BONE,2,Dutch_List,26-1,BOT
BONE,2,Afrikaans,27-0,BEEN
BONE,2,Flemish,28-0,BEEN
BONE,2,Frisian,29-0,BIEN
BONE,2,Swedish_Up,30-0,BEN
BONE,2,Swedish_VL,31-0,BEN
BONE,2,Swedish_List,32-0,BEN
BONE,2,Danish,33-0,BEN
BONE,2,Riksmal,34-0,BEN
BONE,2,Icelandic_ST,35-0,BEIN
BONE,2,Faroese,36-0,BEIN
BONE,2,English,37-0,BONE
BONE,2,Sranan,38-0,BOON
BONE,3,Slovenian,42-0,KUST
BONE,3,Lusatian_L,43-0,KOSC
BONE,3,Lusatian_U,44-0,KOSC
BONE,3,Czech,45-0,KOST
BONE,3,Slovak,46-0,KOST
BONE,3,Czech_E,47-0,KOSTY
BONE,3,Ukrainian,48-0,KIST*
BONE,3,Byelorussian,49-0,KOSTKA
BONE,3,Polish,50-0,KOSC
BONE,3,Russian,51-0,KOST
BONE,3,Macedonian,52-0,KOSKA
BONE,3,Bulgarian,53-0,KOST
BONE,3,Serbocroatian,54-0,KOST
BONE,3,Albanian_T,80-0,KOSKE
BONE,3,Albanian_Top,81-0,KOCKE
BONE,4,Welsh_N,03-0,ASGWRN
BONE,4,Welsh_C,04-0,ASGWRN
BONE,4,Breton_List,05-0,ASKOURN
BONE,4,Breton_SE,06-0,ASKORN
BONE,4,Breton_ST,07-0,ASKORN
BONE,4,Romanian_List,08-0,OS
BONE,4,Vlach,09-0,OS
BONE,4,Italian,10-0,OSSO
BONE,4,Ladin,11-0,OSS
BONE,4,Provencal,12-0,OS
BONE,4,Provencal,12-1,OUSSAIO
BONE,4,French,13-0,OS
BONE,4,Walloon,14-0,OHE
BONE,4,French_Creole_C,15-0,ZO
BONE,4,French_Creole_D,16-0,ZOS
BONE,4,Sardinian_N,17-0,OSSU
BONE,4,Sardinian_L,18-0,OSSU
BONE,4,Sardinian_C,19-0,OSSU
BONE,4,Spanish,20-0,HUESO
BONE,4,Portuguese_ST,21-0,OSSO
BONE,4,Brazilian,22-0,OSSO
BONE,4,Catalan,23-0,OS
BONE,4,Greek_K,70-0,OSTOUN
BONE,4,Armenian_Mod,71-0,OSKOR
BONE,4,Armenian_List,72-0,VOSGOR
BONE,4,Ossetic,73-0,YSTAEG
BONE,4,Persian_List,76-0,OSTOKHAN
BONE,4,Tadzik,77-0,USTUXON
BONE,4,Wakhi,79-0,YUSC
BONE,4,Wakhi,79-1,USTUXON
BONE,4,ALbanian_C,84-0,AST
BONE,5,Marathi,58-0,HAD
BONE,5,Gujarati,59-0,HARKU
BONE,5,Panjabi_ST,60-0,HEDDI
BONE,5,Lahnda,61-0,HEDDI
BONE,5,Hindi,62-0,HEDDI
BONE,5,Bengali,63-0,HAR
BONE,5,Nepali_List,64-0,HAR
BONE,5,Khaskura,65-0,HAR
BONE,5,Afghan,74-0,HED
BONE,5,Afghan,74-1,HADUKAJ
BONE,5,Waziri,75-0,HADIKAI
BONE,5,Baluchi,78-0,HAD
CHILD,1,Swedish_Up,30-0,BARN
CHILD,1,Swedish_VL,31-0,BAN
CHILD,1,Swedish_List,32-0,BARN
CHILD,1,Danish,33-0,BARN
CHILD,1,Riksmal,34-0,BARN
CHILD,1,Icelandic_ST,35-0,BARN
CHILD,1,Faroese,36-0,BARN
CHILD,1,Latvian,41-0,BERNS
CHILD,2,German_ST,24-0,KIND
CHILD,2,Penn_Dutch,25-0,KINNDT
CHILD,2,Dutch_List,26-0,KIND
CHILD,2,Afrikaans,27-0,KIND
CHILD,2,Flemish,28-0,KIND
CHILD,2,Frisian,29-0,KYN
CHILD,3,Lusatian_L,43-0,ZESE
CHILD,3,Lusatian_U,44-0,DZECO
CHILD,3,Czech,45-0,DITE
CHILD,3,Slovak,46-0,DIETA
CHILD,3,Czech_E,47-0,DYITYE
CHILD,3,Ukrainian,48-0,DYTYNA
CHILD,3,Ukrainian,48-1,DYTJA
CHILD,3,Byelorussian,49-0,DZICE
CHILD,3,Polish,50-0,DZIECKO
CHILD,3,Macedonian,52-0,DETE
CHILD,3,Bulgarian,53-0,DETE
CHILD,3,Serbocroatian,54-0,DETE
CHILD,4,Panjabi_ST,60-0,BECCA
CHILD,4,Lahnda,61-0,BECCA
CHILD,4,Hindi,62-0,BECCA
CHILD,4,Bengali,63-0,BACCA
CHILD,4,Persian_List,76-0,BACHCHE
CHILD,4,Tadzik,77-0,BACA
CHILD,5,Greek_ML,66-0,PAIDI
CHILD,5,Greek_MD,67-0,PAIDI
CHILD,5,Greek_MD,67-1,PAIDAKI
CHILD,5,Greek_Mod,68-0,PEDHI
CHILD,5,Greek_D,69-0,PAIDI
CHILD,5,Greek_K,70-0,PAIDION
CHILD,6,Italian,10-0,FANCIULLO
CHILD,6,Ladin,11-0,INFAUNT
CHILD,6,Provencal,12-0,ENFANT
CHILD,6,French,13-0,ENFANT
CHILD,6,Walloon,14-0,EFANT
CHILD,6,French_Creole_C,15-0,ZAFA
CHILD,6,French_Creole_D,16-0,ZAFA
CHILD,7,Spanish,20-0,NINO
CHILD,7,Portuguese_ST,21-0,MENINO
CHILD,7,Catalan,23-0,NEN
CHILD,7,Catalan,23-1,NOY
CHILD,7,Catalan,23-2,NIN
CLOUD,1,Albanian_T,80-0,RE
CLOUD,1,Albanian_Top,81-0,RE
CLOUD,1,Albanian_G,82-0,REJA
CLOUD,1,Albanian_K,83-0,REE
CLOUD,2,German_ST,24-0,WOLKE
CLOUD,2,Penn_Dutch,25-0,WULLG
CLOUD,2,Dutch_List,26-0,WOLK
CLOUD,2,Afrikaans,27-0,WOLK
CLOUD,2,Flemish,28-0,WOLK
CLOUD,2,Frisian,29-0,WOLK
CLOUD,2,Frisian,29-1,WOLKE
CLOUD,2,Sranan,38-0,WOLKOE
CLOUD,3,Gujarati,59-0,WADEL
CLOUD,3,Panjabi_ST,60-0,BEDDEL
CLOUD,3,Lahnda,61-0,BEDDEL
CLOUD,3,Hindi,62-0,BADEL
CLOUD,3,Nepali_List,64-0,BADAL
CLOUD,3,Khaskura,65-0,BADAL
CLOUD,4,Irish_A,01-1,SGAMALL
CLOUD,4,Welsh_N,03-0,CWMWL
CLOUD,4,Welsh_C,04-0,CWMWL
CLOUD,5,Breton_List,05-0,KOUMOUL
CLOUD,5,Breton_List,05-1,KOC*HENN
CLOUD,5,Breton_SE,06-0,KOGUSEN
CLOUD,5,Breton_ST,07-0,KOUMOULENN
CLOUD,6,Irish_A,01-0,NEAL
CLOUD,6,Irish_B,02-0,NEALL
CLOUD,6,Romanian_List,08-0,NOR
CLOUD,6,Vlach,09-0,NIORI
CLOUD,6,Italian,10-0,NUVOLA
CLOUD,6,Italian,10-1,NUBE
CLOUD,6,Ladin,11-0,NUVLA
CLOUD,6,Provencal,12-0,NIVO
CLOUD,6,Provencal,12-1,NIEU
CLOUD,6,French,13-0,NUAGE
CLOUD,6,Walloon,14-0,NULEYE
CLOUD,6,French_Creole_C,15-0,NIAZ
CLOUD,6,French_Creole_D,16-0,NWAZ
CLOUD,6,Sardinian_N,17-0,NUGE
CLOUD,6,Sardinian_L,18-0,NUE
CLOUD,6,Sardinian_C,19-0,NUI
CLOUD,6,Spanish,20-0,NUBE
CLOUD,6,Portuguese_ST,21-0,NUVEM
CLOUD,6,Brazilian,22-0,NUVEM
CLOUD,6,Catalan,23-0,NUVOL
CLOUD,7,Czech,45-0,MRAK
CLOUD,7,Czech_E,47-0,MRACNO
CLOUD,7,Ukrainian,48-0,XMARA
CLOUD,7,Byelorussian,49-0,XMARA
CLOUD,7,Polish,50-0,CHMURA
CLOUD,8,Swedish_List,32-0,SKY
CLOUD,8,Danish,33-0,SKY
CLOUD,8,Riksmal,34-0,SKY
CLOUD,8,Icelandic_ST,35-0,SKY
CLOUD,8,Faroese,36-0,SKYGGJ
CLOUD,9,Slovenian,42-0,OBLAK
CLOUD,9,Czech,45-0,OBLAK
CLOUD,9,Slovak,46-0,OBLAK
CLOUD,9,Czech_E,47-0,OBLOHA
CLOUD,9,Macedonian,52-0,OBLAK
CLOUD,9,Bulgarian,53-0,OBLAK
CLOUD,9,Serbocroatian,54-0,OBLAK
CLOUD,10,Greek_ML,66-0,SUNNEFO
CLOUD,10,Greek_MD,67-0,SUNNEFO
CLOUD,10,Greek_Mod,68-0,SIGHNEFO
CLOUD,10,Greek_D,69-0,SUNNEFO
CLOUD,10,Greek_K,70-0,NEFOS
CLOUD,11,Afghan,74-0,TORA-URIADZ
CLOUD,11,Afghan,74-1,XERA-URIADZ
CLOUD,11,Waziri,75-0,WERYEZ
CLOUD,11,Wakhi,79-0,WETIS
CLOUD,12,Kashmiri,57-0,OBUR
CLOUD,12,Persian_List,76-0,ABR
CLOUD,12,Tadzik,77-0,ABR
COLD,1,Lusatian_L,43-0,CHLODNY
COLD,1,Lusatian_U,44-0,KHLODNY
COLD,1,Czech,45-0,CHLADNY
COLD,1,Ukrainian,48-0,XOLODNO
COLD,1,Russian,51-0,XOLODNYJ
COLD,1,Macedonian,52-0,LADEN
COLD,1,Serbocroatian,54-0,HLADNO
COLD,1,German_ST,24-0,KALT
COLD,1,Penn_Dutch,25-0,KELT
COLD,1,Dutch_List,26-0,KOUD
COLD,1,Afrikaans,27-0,KOUD
COLD,1,Flemish,28-0,KOUD
COLD,1,Frisian,29-0,KALD
COLD,1,Swedish_Up,30-0,KALL
COLD,1,Swedish_VL,31-0,KAL
COLD,1,Swedish_List,32-0,KALL
COLD,1,Danish,33-0,KOLD
COLD,1,Riksmal,34-0,KALD
COLD,1,Icelandic_ST,35-0,KALDR
COLD,1,Faroese,36-0,KALDUR
COLD,1,English,37-0,COLD
COLD,1,Sranan,38-0,KOUROE
COLD,2,Italian,10-0,FREDDO
COLD,2,Ladin,11-0,FRAID
COLD,2,Provencal,12-0,FRE
COLD,2,Provencal,12-1,EJO
COLD,2,French,13-0,FROID
COLD,2,Walloon,14-0,FREUD
COLD,2,French_Creole_C,15-0,FWET
COLD,2,French_Creole_D,16-0,FWET
COLD,2,Sardinian_N,17-0,FRITTU
COLD,2,Sardinian_L,18-0,FRITTU
COLD,2,Sardinian_C,19-0,FRIRU
COLD,2,Spanish,20-0,FRIO
COLD,2,Portuguese_ST,21-0,FRIO
COLD,2,Brazilian,22-0,FRIO
COLD,2,Catalan,23-0,FRET
COLD,3,Marathi,58-0,THEND
COLD,3,Gujarati,59-0,THENDI
COLD,3,Panjabi_ST,60-0,THEND
COLD,3,Lahnda,61-0,THEND
COLD,3,Hindi,62-0,THENDA
COLD,3,Bengali,63-0,THANDA
COLD,3,Nepali_List,64-0,THANDA
COLD,4,Afghan,74-0,SOR
COLD,4,Waziri,75-0,SOR
COLD,4,Persian_List,76-0,SARD
COLD,4,Tadzik,77-0,SARD
COLD,4,Baluchi,78-0,SARTH
COLD,4,Wakhi,79-0,SUR
COLD,4,Wakhi,79-1,SOZ
COLD,5,Greek_ML,66-0,KRUO
COLD,5,Greek_MD,67-0,KRUOS
COLD,5,Greek_Mod,68-0,KRIOS
COLD,5,Greek_D,69-0,KRUO
COLD,6,Czech,45-0,STUDENY
COLD,6,Slovak,46-0,STUDENY
COLD,6,Byelorussian,49-0,S*CJUDZENA
COLD,6,Macedonian,52-0,STRUD
COLD,6,Bulgarian,53-0,STUDENO
COLD,7,Irish_A,01-0,FUAR
COLD,7,Irish_B,02-0,PUAR
COLD,7,Welsh_N,03-0,OER
COLD,7,Welsh_C,04-0,OER
DAY,1,Greek_ML,66-0,MERA
DAY,1,Greek_MD,67-0,MERA
DAY,1,Greek_MD,67-1,HEMERA
DAY,1,Greek_Mod,68-0,MERA
DAY,1,Greek_D,69-0,MERA
